Text,Image,Folio
urn:cts:greekLit:tlg5026.msAext.hmt:18.1,"urn:cite:hmt:vaimg.VA240VN-0742@0.154,0.414,0.063,0.0225",urn:cite:hmt:msA.240v
urn:cts:greekLit:tlg5026.msAext.hmt:18.2,"urn:cite:hmt:vaimg.VA240VN-0742@0.15,0.5455,0.081,0.0233",urn:cite:hmt:msA.240v
urn:cts:greekLit:tlg5026.msAext.hmt:18.3,"urn:cite:hmt:vaimg.VA243RN-0414@0.846,0.6551,0.059,0.0263",urn:cite:hmt:msA.243r
urn:cts:greekLit:tlg5026.msAext.hmt:18.4,"urn:cite:hmt:vaimg.VA246RN-0417@0.854,0.6777,0.059,0.0346",urn:cite:hmt:msA.246r
urn:cts:greekLit:tlg5026.msAext.hmt:18.5,"urn:cite:hmt:vaimg.VA246VN-0748@0.163,0.5905,0.018,0.0173",urn:cite:hmt:msA.246v
urn:cts:greekLit:tlg5026.msAext.hmt:18.6,"urn:cite:hmt:vaimg.VA247VN-0749@0.138,0.6011,0.044,0.0278",urn:cite:hmt:msA.247v
urn:cts:greekLit:tlg5026.msAext.hmt:18.7,"urn:cite:hmt:vaimg.VA249VN-0751@0.167,0.6011,0.057,0.0308",urn:cite:hmt:msA.249v
