AnalysisRecord,PassageAnalyzed,QuotedString,Analysis,ReusedText
urn:cite:hmt:reuse.18_19_156,urn:cts:greekLit:tlg5026.msA.hmt:18.73,"ὡς δ' ὅτε πῦρ ἐπι πόντον ἀριπρεπὲς αἰθέρ' ἴ̈κηται",,
urn:cite:hmt:reuse.18_19_157,urn:cts:greekLit:tlg5026.msA.hmt:18.75,"νήσου",,
urn:cite:hmt:reuse.18_19_158,urn:cts:greekLit:tlg5026.msA.hmt:18.76,"νόμιμος",,
urn:cite:hmt:reuse.18_19_159,urn:cts:greekLit:tlg5026.msA.hmt:18.76,"σπόριμος",,
urn:cite:hmt:reuse.18_19_160,urn:cts:greekLit:tlg5026.msA.hmt:18.76,"ἐπητρϊμἐπήτρϊμος",,
urn:cite:hmt:reuse.18_19_161,urn:cts:greekLit:tlg5026.msA.hmt:18.81,"ὅπα χαλκέην",,
urn:cite:hmt:reuse.18_19_162,urn:cts:greekLit:tlg5026.msA.hmt:18.83,"ἔνθα δε κοῦροι ὄλοντο δυώδεκα πάντες ἄριστοι οἷσιν ἐν βελέεσσιν",,
urn:cite:hmt:reuse.18_19_163,urn:cts:greekLit:tlg5026.msA.hmt:18.83,"οἷσιν βελέεσσιν",,
urn:cite:hmt:reuse.18_19_164,urn:cts:greekLit:tlg5026.msA.hmt:18.87,"φόβος",,
urn:cite:hmt:reuse.18_19_165,urn:cts:greekLit:tlg5026.msA.hmt:18.88,"ἐξεφάνη",,
urn:cite:hmt:reuse.18_19_166,urn:cts:greekLit:tlg5026.msA.hmt:18.93,"φράσαι",,
urn:cite:hmt:reuse.18_19_167,urn:cts:greekLit:tlg5026.msA.hmt:18.96,"γυναιξὶ",,
urn:cite:hmt:reuse.18_19_168,urn:cts:greekLit:tlg5026.msA.hmt:18.103,"ἐκπέρσει",,
urn:cite:hmt:reuse.18_19_169,urn:cts:greekLit:tlg5026.msA.hmt:18.105,"ἀλήμεναι",,
urn:cite:hmt:reuse.18_19_170,urn:cts:greekLit:tlg5026.msA.hmt:18.114,"λέαινα",,
urn:cite:hmt:reuse.18_19_171,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"σκύμνος",,
urn:cite:hmt:reuse.18_19_172,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"ὕμνος",,
urn:cite:hmt:reuse.18_19_173,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"ὕμνος",,
urn:cite:hmt:reuse.18_19_174,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"κύκνος",,
urn:cite:hmt:reuse.18_19_175,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"λύχνος",,
urn:cite:hmt:reuse.18_19_176,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"Κύθνος",,
urn:cite:hmt:reuse.18_19_177,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"σκύμνος",,
urn:cite:hmt:reuse.18_19_178,urn:cts:greekLit:tlg5026.msA.hmt:18.115,"τοὺς κυνηγοὺς",,
urn:cite:hmt:reuse.18_19_179,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"λιτί",,
urn:cite:hmt:reuse.18_19_180,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"θιτί",,
urn:cite:hmt:reuse.18_19_181,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"λιτὶ",,
urn:cite:hmt:reuse.18_19_182,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"λιτλῖτα",,
urn:cite:hmt:reuse.18_19_183,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"λιτῶ",,
urn:cite:hmt:reuse.18_19_184,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"λιτός",,
urn:cite:hmt:reuse.18_19_185,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"λῖτα",,
urn:cite:hmt:reuse.18_19_186,urn:cts:greekLit:tlg5026.msA.hmt:18.120,"λιτόν",,
urn:cite:hmt:reuse.18_19_187,urn:cts:greekLit:tlg5026.msA.hmt:18.122,"πῶς δὴ ἔγωγ'",,
urn:cite:hmt:reuse.18_19_188,urn:cts:greekLit:tlg5026.msA.hmt:18.122,"εγών",,
urn:cite:hmt:reuse.18_19_189,urn:cts:greekLit:tlg5026.msA.hmt:18.124,"σπεύδοντσπεύδοντα",,
urn:cite:hmt:reuse.18_19_190,urn:cts:greekLit:tlg5026.msA.hmt:18.125,"ὑπόκυκλα",,
urn:cite:hmt:reuse.18_19_191,urn:cts:greekLit:tlg5026.msA.hmt:18.126,"θειον ἀγῶνα",,
urn:cite:hmt:reuse.18_19_192,urn:cts:greekLit:tlg5026.msA.hmt:18.126,"θεῖον κατα δῶμα νέονται",,
urn:cite:hmt:reuse.18_19_193,urn:cts:greekLit:tlg5026.msA.hmt:18.127,"νεοίατο",,
urn:cite:hmt:reuse.18_19_194,urn:cts:greekLit:tlg5026.msA.hmt:18.131,"ἡμέτερον δὲ",,
urn:cite:hmt:reuse.18_19_195,urn:cts:greekLit:tlg5026.msA.hmt:18.131,"Θέτις τανύπεπλος ϊκάνεις",,
urn:cite:hmt:reuse.18_19_196,urn:cts:greekLit:tlg5026.msA.hmt:18.132,"τί σὺ πρὸς ημᾶς οὐ γὰρ πυκνῶς εἴωθας παραγίνεσθαι",,
urn:cite:hmt:reuse.18_19_197,urn:cts:greekLit:tlg5026.msA.hmt:18.133,"ὦδε",,
urn:cite:hmt:reuse.18_19_198,urn:cts:greekLit:tlg5026.msA.hmt:18.139,"τῆσι",,
urn:cite:hmt:reuse.18_19_199,urn:cts:greekLit:tlg5026.msA.hmt:18.139,"δαίδαλα πάντα",,
urn:cite:hmt:reuse.18_19_200,urn:cts:greekLit:tlg5026.msA.hmt:18.140,"τόφρα οἱ ἐγγύθεν ἦλθε θεὰ Θετις ἀργυρόπεζα·",,
urn:cite:hmt:reuse.18_19_201,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"αῖαν",,
urn:cite:hmt:reuse.18_19_202,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ετος",,
urn:cite:hmt:reuse.18_19_203,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"θετός",,
urn:cite:hmt:reuse.18_19_204,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἀληθὲς",,
urn:cite:hmt:reuse.18_19_205,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἐτεός",,
urn:cite:hmt:reuse.18_19_206,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ωετάΤημενίδος χρύσεον γένος",,
urn:cite:hmt:reuse.18_19_207,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἄατον",,
urn:cite:hmt:reuse.18_19_208,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἄητον",,
urn:cite:hmt:reuse.18_19_209,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἄρρητον",,
urn:cite:hmt:reuse.18_19_210,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἄκλητον",,
urn:cite:hmt:reuse.18_19_211,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἄκμητον",,
urn:cite:hmt:reuse.18_19_212,urn:cts:greekLit:tlg5026.msA.hmt:18.142,"ἄητον",,
urn:cite:hmt:reuse.18_19_213,urn:cts:greekLit:tlg5026.msA.hmt:18.143,"κιβωτος",,
urn:cite:hmt:reuse.18_19_214,urn:cts:greekLit:tlg5026.msA.hmt:18.143,"ἐπονεῖτο",,
urn:cite:hmt:reuse.18_19_215,urn:cts:greekLit:tlg5026.msA.hmt:18.145,"ἔρρων",,
urn:cite:hmt:reuse.18_19_216,urn:cts:greekLit:tlg5026.msA.hmt:18.146,"ἡμέτερον δέ",,
urn:cite:hmt:reuse.18_19_217,urn:cts:greekLit:tlg5026.msA.hmt:18.146,"Θέτις τανύπεπλος ϊκάνεις",,
urn:cite:hmt:reuse.18_19_218,urn:cts:greekLit:tlg5026.msA.hmt:18.149,"νῦν",,
urn:cite:hmt:reuse.18_19_219,urn:cts:greekLit:tlg5026.msA.hmt:18.149,"υἱὸν ἐπεί μοι δῶκεν",,
urn:cite:hmt:reuse.18_19_220,urn:cts:greekLit:tlg5026.msA.hmt:18.153,"ἐμ ωκυμόρῳ",,
urn:cite:hmt:reuse.18_19_221,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"ὁ γὰρ ἦν",,
urn:cite:hmt:reuse.18_19_222,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"οἱ",,
urn:cite:hmt:reuse.18_19_223,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"γὰρ",,
urn:cite:hmt:reuse.18_19_224,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"ό",,
urn:cite:hmt:reuse.18_19_225,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"ὃς",,
urn:cite:hmt:reuse.18_19_226,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"ὃς γὰρ ἦν",,
urn:cite:hmt:reuse.18_19_227,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"τοιουτον",,
urn:cite:hmt:reuse.18_19_228,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"θώρακα",,
urn:cite:hmt:reuse.18_19_229,urn:cts:greekLit:tlg5026.msA.hmt:18.154,"Πατροκλον",,
urn:cite:hmt:reuse.18_19_230,urn:cts:greekLit:tlg5026.msA.hmt:18.155,"Τρωσὶν",,
urn:cite:hmt:reuse.18_19_231,urn:cts:greekLit:tlg5026.msA.hmt:18.156,"ϊκάνοι",,
urn:cite:hmt:reuse.18_19_232,urn:cts:greekLit:tlg5026.msA.hmt:18.156,"ὃς",,
urn:cite:hmt:reuse.18_19_233,urn:cts:greekLit:tlg5026.msA.hmt:18.158,"εὔπρηστον",,
urn:cite:hmt:reuse.18_19_234,urn:cts:greekLit:tlg5026.msA.hmt:18.169,"τὴν ἅμαξαν",,
urn:cite:hmt:reuse.18_19_235,urn:cts:greekLit:tlg5026.msA.hmt:18.177,"είδω",,
urn:cite:hmt:reuse.18_19_236,urn:cts:greekLit:tlg5026.msA.hmt:18.177,"εἴσω",,
urn:cite:hmt:reuse.18_19_237,urn:cts:greekLit:tlg5026.msA.hmt:18.177,"ἵστωρ",,
urn:cite:hmt:reuse.18_19_238,urn:cts:greekLit:tlg5026.msA.hmt:18.177,"ἱστῷ",,
urn:cite:hmt:reuse.18_19_239,urn:cts:greekLit:tlg5026.msA.hmt:18.177,"ἵστημι",,
urn:cite:hmt:reuse.18_19_240,urn:cts:greekLit:tlg5026.msA.hmt:18.177,"Ἴ̈στρος",,
urn:cite:hmt:reuse.18_19_241,urn:cts:greekLit:tlg5026.msA.hmt:18.180,"αμοιβηδις",,
urn:cite:hmt:reuse.18_19_242,urn:cts:greekLit:tlg5026.msA.hmt:18.186,"εφεσταότες",,
urn:cite:hmt:reuse.18_19_243,urn:cts:greekLit:tlg5026.msA.hmt:18.186,"ἀνέρες",,
urn:cite:hmt:reuse.18_19_244,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"οὐδεν όλιζον ἑξομαι",,
urn:cite:hmt:reuse.18_19_245,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"μέλας",,
urn:cite:hmt:reuse.18_19_246,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"μέλαν",,
urn:cite:hmt:reuse.18_19_247,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"τάλας",,
urn:cite:hmt:reuse.18_19_248,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"τάλαν",,
urn:cite:hmt:reuse.18_19_249,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"πᾶς",,
urn:cite:hmt:reuse.18_19_250,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"πᾶν",,
urn:cite:hmt:reuse.18_19_251,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ευμήκης",,
urn:cite:hmt:reuse.18_19_252,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ευμῆκες",,
urn:cite:hmt:reuse.18_19_253,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ταχύς",,
urn:cite:hmt:reuse.18_19_254,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ταχυ",,
urn:cite:hmt:reuse.18_19_255,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"φίλος",,
urn:cite:hmt:reuse.18_19_256,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"φίλον",,
urn:cite:hmt:reuse.18_19_257,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"σώφρων",,
urn:cite:hmt:reuse.18_19_258,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"σώφρον",,
urn:cite:hmt:reuse.18_19_259,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"οὐδὲν ολιζον ἕξομεν",,
urn:cite:hmt:reuse.18_19_260,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"σῶφρον",,
urn:cite:hmt:reuse.18_19_261,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ολιγώτερος",,
urn:cite:hmt:reuse.18_19_262,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ὀλιγίων",,
urn:cite:hmt:reuse.18_19_263,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ὀλίγιστος",,
urn:cite:hmt:reuse.18_19_264,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ὀλίσσων",,
urn:cite:hmt:reuse.18_19_265,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"ὀλίζον",,
urn:cite:hmt:reuse.18_19_266,urn:cts:greekLit:tlg5026.msA.hmt:18.188,"μεῖζον",,
urn:cite:hmt:reuse.18_19_267,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"ἀρδμός",,
urn:cite:hmt:reuse.18_19_268,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"ἄρδω",,
urn:cite:hmt:reuse.18_19_269,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"άσσω",,
urn:cite:hmt:reuse.18_19_270,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"κατάσσω",,
urn:cite:hmt:reuse.18_19_271,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"άξω",,
urn:cite:hmt:reuse.18_19_272,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"ἀρῶ",,
urn:cite:hmt:reuse.18_19_273,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"ἀρῶμαι",,
urn:cite:hmt:reuse.18_19_274,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"Ἀρήν",,
urn:cite:hmt:reuse.18_19_275,urn:cts:greekLit:tlg5026.msA.hmt:18.189,"πισσοκονίας ἀρὴν",,
urn:cite:hmt:reuse.18_19_276,urn:cts:greekLit:tlg5026.msA.hmt:18.191,"ειρεῖν",,
urn:cite:hmt:reuse.18_19_277,urn:cts:greekLit:tlg5026.msA.hmt:18.192,"κενὸς",,
urn:cite:hmt:reuse.18_19_278,urn:cts:greekLit:tlg5026.msA.hmt:18.192,"κενεός",,
urn:cite:hmt:reuse.18_19_279,urn:cts:greekLit:tlg5026.msA.hmt:18.192,"ἀδελφὸς",,
urn:cite:hmt:reuse.18_19_280,urn:cts:greekLit:tlg5026.msA.hmt:18.192,"ἀδελφεός",,
urn:cite:hmt:reuse.18_19_281,urn:cts:greekLit:tlg5026.msA.hmt:18.193,"νεκροὺς",,
urn:cite:hmt:reuse.18_19_282,urn:cts:greekLit:tlg5026.msA.hmt:18.195,"μέτρον",,
urn:cite:hmt:reuse.18_19_283,urn:cts:greekLit:tlg5026.msA.hmt:18.197,"τεμέρος",,
urn:cite:hmt:reuse.18_19_284,urn:cts:greekLit:tlg5026.msA.hmt:18.200,"δεῖπνον",,
urn:cite:hmt:reuse.18_19_285,urn:cts:greekLit:tlg5026.msA.hmt:18.201,"τρυφερὰ",,
urn:cite:hmt:reuse.18_19_286,urn:cts:greekLit:tlg5026.msA.hmt:18.201,"νήπια",,
urn:cite:hmt:reuse.18_19_287,urn:cts:greekLit:tlg5026.msA.hmt:18.201,"πρᾶα",,
urn:cite:hmt:reuse.18_19_288,urn:cts:greekLit:tlg5026.msA.hmt:18.202,"λινὸς δ' ὑπο καλὸν ἄειδε",,
urn:cite:hmt:reuse.18_19_289,urn:cts:greekLit:tlg5026.msA.hmt:18.203,"λίνον",,
urn:cite:hmt:reuse.18_19_290,urn:cts:greekLit:tlg5026.msA.hmt:18.204,"λίνον δὲ ὑπο καλὸν ἄειδε",,
urn:cite:hmt:reuse.18_19_291,urn:cts:greekLit:tlg5026.msA.hmt:18.205,"διὰ ῥαδαλόν",,
urn:cite:hmt:reuse.18_19_292,urn:cts:greekLit:tlg5026.msA.hmt:18.205,"παρα ραδηλλόν",,
urn:cite:hmt:reuse.18_19_293,urn:cts:greekLit:tlg5026.msA.hmt:18.205,"δονακῆεν",,
urn:cite:hmt:reuse.18_19_294,urn:cts:greekLit:tlg5026.msA.hmt:18.205,"πευκῶνα",,
urn:cite:hmt:reuse.18_19_295,urn:cts:greekLit:tlg5026.msA.hmt:18.205,"πευκᾶεν",,
urn:cite:hmt:reuse.18_19_296,urn:cts:greekLit:tlg5026.msA.hmt:18.206,"δύο πρώτῃσι βόεσσι",,
urn:cite:hmt:reuse.18_19_297,urn:cts:greekLit:tlg5026.msA.hmt:18.206,"κυάνεον δὲ λέοντε",,
urn:cite:hmt:reuse.18_19_298,urn:cts:greekLit:tlg5026.msA.hmt:18.209,"τοῦ τρόχουτροχοῦ",,
urn:cite:hmt:reuse.18_19_299,urn:cts:greekLit:tlg5026.msA.hmt:18.209,"ἄρμενον",,
urn:cite:hmt:reuse.18_19_300,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"κάμηλος",,
urn:cite:hmt:reuse.18_19_301,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"φάσηλος",,
urn:cite:hmt:reuse.18_19_302,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"Στύμφηλον",,
urn:cite:hmt:reuse.18_19_303,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"σιγηλός",,
urn:cite:hmt:reuse.18_19_304,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"υψηλός",,
urn:cite:hmt:reuse.18_19_305,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"ἀπατηλός",,
urn:cite:hmt:reuse.18_19_306,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"βέβηλος",,
urn:cite:hmt:reuse.18_19_307,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"κίβδηλος",,
urn:cite:hmt:reuse.18_19_308,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"κάπηλος",,
urn:cite:hmt:reuse.18_19_309,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"ερυγμηλος",,
urn:cite:hmt:reuse.18_19_310,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"ἐρύγω",,
urn:cite:hmt:reuse.18_19_311,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"ἐρυγηλος",,
urn:cite:hmt:reuse.18_19_312,urn:cts:greekLit:tlg5026.msA.hmt:18.210,"ἐρυγμηλος",,
urn:cite:hmt:reuse.18_19_313,urn:cts:greekLit:tlg5026.msA.hmt:18.211,"τοὺς δὲ κύνες μετεκίαθον",,
urn:cite:hmt:reuse.18_19_314,urn:cts:greekLit:tlg5026.msA.hmt:18.211,"ἕλκετο",,
urn:cite:hmt:reuse.18_19_315,urn:cts:greekLit:tlg5026.msA.hmt:18.212,"λαφύσσετον",,
urn:cite:hmt:reuse.18_19_316,urn:cts:greekLit:tlg5026.msA.hmt:18.213,"ουτοὕτως",,
urn:cite:hmt:reuse.18_19_317,urn:cts:greekLit:tlg5026.msA.hmt:18.213,"αύτως",,
urn:cite:hmt:reuse.18_19_318,urn:cts:greekLit:tlg5026.msA.hmt:18.213,"ἐνδίεσαν",,
urn:cite:hmt:reuse.18_19_319,urn:cts:greekLit:tlg5026.msA.hmt:18.213,"ἐνδίησαν",,
urn:cite:hmt:reuse.18_19_320,urn:cts:greekLit:tlg5026.msA.hmt:18.215,"τῷ ΐκελον. οἷον ποτὲ ἐνι Κνωσῷ",,
urn:cite:hmt:reuse.18_19_321,urn:cts:greekLit:tlg5026.msA.hmt:18.216,"ἄλφειν",,
urn:cite:hmt:reuse.18_19_322,urn:cts:greekLit:tlg5026.msA.hmt:18.216,"ἄλφη",,
urn:cite:hmt:reuse.18_19_323,urn:cts:greekLit:tlg5026.msAext.hmt:19.hc_2,"ἡνιοχῆας",,
urn:cite:hmt:reuse.18_19_324,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office4_1,"ἀεικίσσωει δε νεκρόν",,
urn:cite:hmt:reuse.18_19_325,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office4_1,"κατκατὰ δὲ χρόα",,
urn:cite:hmt:reuse.18_19_326,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office4_2,"ερίηρας",,
urn:cite:hmt:reuse.18_19_327,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office5_1,"θυμοῦσθαι",,
urn:cite:hmt:reuse.18_19_328,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_1,"ἀκουέμεν",,
urn:cite:hmt:reuse.18_19_329,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_2,"ἐπισταμένῳ περ εόντι",,
urn:cite:hmt:reuse.18_19_330,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_4,"νεικίουσιν",,
urn:cite:hmt:reuse.18_19_331,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_5,"τῆς μεν θ' ἁπαλοί",,
urn:cite:hmt:reuse.18_19_332,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_6,"Ζεὺς άσατο",,
urn:cite:hmt:reuse.18_19_333,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_7,"εὐχόμενος",,
urn:cite:hmt:reuse.18_19_334,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office9_7,"αὐχεῖν",,
urn:cite:hmt:reuse.18_19_335,urn:cts:greekLit:tlg5026.msAint.hmt:19.2015office10_3,"μής",,
urn:cite:hmt:reuse.18_19_336,urn:cts:greekLit:tlg5026.msAint.hmt:19.hc_1,"εῦτε",,
urn:cite:hmt:reuse.18_19_337,urn:cts:greekLit:tlg5026.msAint.hmt:19.hc_2,"οὐδὲ",,
urn:cite:hmt:reuse.18_19_338,urn:cts:greekLit:tlg5026.msAint.hmt:19.hc_3,"χείρων",,
urn:cite:hmt:reuse.18_19_339,urn:cts:greekLit:tlg5026.msAint.hmt:19.hc_5,"ζεύγνυον",,
urn:cite:hmt:reuse.18_19_340,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office3_3,"ἐξεφαἄνθη",,
urn:cite:hmt:reuse.18_19_341,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_2,"ἀλαλκέμεν",,
urn:cite:hmt:reuse.18_19_342,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3,"ποδαρκης δῖος ΑχιΆχιλλεύς",,
urn:cite:hmt:reuse.18_19_343,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office5_3,"δηΐου",,
urn:cite:hmt:reuse.18_19_344,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office5_4,"ἀπειπόντος",,
urn:cite:hmt:reuse.18_19_345,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office10_1,"ἔξω τοῦ οἳ αἵματος",,
urn:cite:hmt:reuse.18_19_346,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office10_2,"κρατήσεις",,
urn:cite:hmt:reuse.18_19_347,urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office10_3,"αἱ δ' άγε νῦν",,
urn:cite:hmt:reuse.18_19_348,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_1,"σὺν νηῒ",,
urn:cite:hmt:reuse.18_19_349,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_2,"δμωας",,
urn:cite:hmt:reuse.18_19_350,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_3,"αὐτῇ δ' αῦ",,
urn:cite:hmt:reuse.18_19_351,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_4,"τό τε καίεται",,
urn:cite:hmt:reuse.18_19_352,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_5,"εο αὐτοῦ",,
urn:cite:hmt:reuse.18_19_353,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_5,"εου αυτοῦ",,
urn:cite:hmt:reuse.18_19_354,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_6,"ὰψ λαῶν",,
urn:cite:hmt:reuse.18_19_355,urn:cts:greekLit:tlg5026.msAim.hmt:19.hc_7,"λίπετ' αὐτόθι",,
urn:cite:hmt:reuse.18_19_356,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_1,"περι",,
urn:cite:hmt:reuse.18_19_357,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_1,"πεπερὶΠατρόκλῳ κείμενον ",,
urn:cite:hmt:reuse.18_19_358,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_1,"ἀμφ' αὐτῷ χύμένῃ",,
urn:cite:hmt:reuse.18_19_359,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_1,"περικείμενον",,
urn:cite:hmt:reuse.18_19_360,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_4,"παρ' Ηφαίστου",,
urn:cite:hmt:reuse.18_19_361,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_5,"ἐλεο φόβος",,
urn:cite:hmt:reuse.18_19_362,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_5,"φόβος",,
urn:cite:hmt:reuse.18_19_363,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_5,"φυγή",,
urn:cite:hmt:reuse.18_19_364,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_6,"ἕλεν φόβος",,
urn:cite:hmt:reuse.18_19_365,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_6,"τρέσαι",,
urn:cite:hmt:reuse.18_19_366,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_6,"τρόμου",,
urn:cite:hmt:reuse.18_19_367,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"εὐλας",,
urn:cite:hmt:reuse.18_19_368,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"αυλας",,
urn:cite:hmt:reuse.18_19_369,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"ευλή",,
urn:cite:hmt:reuse.18_19_370,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"αὐλή",,
urn:cite:hmt:reuse.18_19_371,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"οὐλὴν μὲν πρῶτον",,
urn:cite:hmt:reuse.18_19_372,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"αὐλή",,
urn:cite:hmt:reuse.18_19_373,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"ἀπειλή",,
urn:cite:hmt:reuse.18_19_374,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"ὠτειλή",,
urn:cite:hmt:reuse.18_19_375,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"εὐλή",,
urn:cite:hmt:reuse.18_19_376,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"ἑτέρῃ δ' ἔχεν ούλας",,
urn:cite:hmt:reuse.18_19_377,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"ουλή",,
